2.048000000000000000e+03,1.000000000000000000e+00,3.200000000000000000e+01,1.953809999999999991e-01,1.647730000000000028e-01,1.752780000000000006e-03,1.981090000000000021e-03,2.521949999999999914e+00,6.340949999999999712e-03
4.096000000000000000e+03,1.000000000000000000e+00,3.200000000000000000e+01,2.457260000000000277e-01,1.955479999999999996e-01,2.297060000000000074e-03,2.805760000000000025e-03,4.961969999999999992e+00,1.157000000000000042e-02
3.276800000000000000e+04,1.000000000000000000e+00,3.200000000000000000e+01,3.871159999999999601e-01,4.303649999999999420e-01,1.276320000000000059e-02,7.068669999999999988e-03,3.396670000000000300e+01,8.314249999999999419e-02
1.310720000000000000e+05,1.000000000000000000e+00,3.200000000000000000e+01,7.671449999999999658e-01,7.740420000000000078e-01,1.933909999999999796e-02,1.187859999999999958e-02,1.251320000000000050e+02,3.698429999999999773e-01
2.621440000000000000e+05,1.000000000000000000e+00,3.200000000000000000e+01,1.046489999999999920e+00,7.740420000000000078e-01,2.379770000000000149e-02,1.627390000000000086e-02,2.489809999999999945e+02,7.290300000000000669e-01
1.048576000000000000e+06,1.000000000000000000e+00,3.200000000000000000e+01,1.888079999999999981e+00,4.303649999999999420e-01,3.759290000000000548e-02,3.189829999999999749e-02,1.086930000000000064e+03,2.819100000000000161e+00
4.194304000000000000e+06,1.000000000000000000e+00,3.200000000000000000e+01,3.191520000000000135e+00,4.303649999999999420e-01,6.878339999999999455e-02,6.302560000000000107e-02,4.338619999999999891e+03,1.109040000000000070e+01
8.388608000000000000e+06,1.000000000000000000e+00,3.200000000000000000e+01,4.058189999999999742e+00,8.411649999999999405e-01,1.040279999999999955e-01,8.912510000000001265e-02,7.910390000000000327e+03,2.106690000000000040e+01
1.677721600000000000e+07,1.000000000000000000e+00,3.200000000000000000e+01,5.325599999999999667e+00,8.411649999999999405e-01,1.390979999999999994e-01,1.241949999999999998e-01,1.582079999999999927e+04,4.200840000000000174e+01
3.355443200000000000e+07,1.000000000000000000e+00,3.200000000000000000e+01,7.263210000000000832e+00,8.411649999999999405e-01,1.953670000000000129e-01,1.804640000000000133e-01,3.164159999999999854e+04,8.380310000000000059e+01
1.342177280000000000e+08,1.000000000000000000e+00,3.200000000000000000e+01,1.340959999999999930e+01,8.411649999999999405e-01,3.836030000000000273e-01,3.687000000000000277e-01,1.265660000000000000e+05,3.340369999999999777e+02
6.710886400000000000e+07,1.000000000000000000e+00,3.200000000000000000e+01,9.660119999999999152e+00,8.411649999999999405e-01,2.677010000000000223e-01,2.525449999999999640e-01,6.328219999999999709e+04,1.667840000000000202e+02
1.073741824000000000e+09,1.000000000000000000e+00,3.200000000000000000e+01,3.408370000000000033e+01,9.819389999999998953e-01,1.075229999999999908e+00,1.045570000000000110e+00,1.010000000000000000e+06,2.574389999999999873e+03
2.048000000000000000e+03,1.000000000000000000e+00,6.400000000000000000e+01,1.953809999999999991e-01,1.647730000000000028e-01,2.118940000000000146e-03,3.155890000000000171e-03,2.522890000000000299e+00,6.671700000000000026e-03
4.096000000000000000e+03,1.000000000000000000e+00,6.400000000000000000e+01,2.457260000000000277e-01,1.955479999999999996e-01,2.663219999999999997e-03,4.819069999999999951e-03,4.962909999999999933e+00,1.190079999999999957e-02
3.276800000000000000e+04,1.000000000000000000e+00,6.400000000000000000e+01,3.871159999999999601e-01,4.303649999999999420e-01,1.388449999999999927e-02,1.151420000000000048e-02,3.390789999999999793e+01,8.394319999999999560e-02
1.310720000000000000e+05,1.000000000000000000e+00,6.400000000000000000e+01,7.663349999999999884e-01,7.740420000000000078e-01,2.382120000000000071e-02,1.800790000000000030e-02,1.246299999999999955e+02,3.827860000000000151e-01
2.621440000000000000e+05,1.000000000000000000e+00,6.400000000000000000e+01,9.599940000000000140e-01,8.411649999999999405e-01,3.735990000000000144e-02,2.597079999999999528e-02,2.476069999999999993e+02,7.069790000000000241e-01
1.048576000000000000e+06,1.000000000000000000e+00,6.400000000000000000e+01,1.755500000000000060e+00,8.411649999999999405e-01,6.237669999999999326e-02,5.098769999999999691e-02,9.904299999999999500e+02,2.817079999999999806e+00
4.194304000000000000e+06,1.000000000000000000e+00,6.400000000000000000e+01,3.057390000000000274e+00,8.411649999999999405e-01,1.123299999999999993e-01,1.008140000000000008e-01,3.957429999999999836e+03,1.101960000000000051e+01
8.388608000000000000e+06,1.000000000000000000e+00,6.400000000000000000e+01,4.098889999999999922e+00,8.411649999999999405e-01,1.561770000000000103e-01,1.446609999999999840e-01,7.914859999999999673e+03,2.178610000000000113e+01
1.677721600000000000e+07,1.000000000000000000e+00,6.400000000000000000e+01,5.383290000000000575e+00,8.411649999999999405e-01,2.126559999999999839e-01,2.008880000000000110e-01,1.582779999999999927e+04,4.325419999999999732e+01
3.355443200000000000e+07,1.000000000000000000e+00,6.400000000000000000e+01,7.326749999999999652e+00,8.411649999999999405e-01,3.014350000000000085e-01,2.896659999999999791e-01,3.165559999999999854e+04,8.589589999999999748e+01
1.342177280000000000e+08,1.000000000000000000e+00,6.400000000000000000e+01,1.333450000000000024e+01,9.819389999999998953e-01,6.015650000000000164e-01,5.786449999999999649e-01,1.262780000000000000e+05,3.277780000000000200e+02
6.710886400000000000e+07,1.000000000000000000e+00,6.400000000000000000e+01,9.591820000000000235e+00,9.819389999999998953e-01,4.214920000000000333e-01,3.985719999999999819e-01,6.313919999999999709e+04,1.643670000000000186e+02
1.073741824000000000e+09,1.000000000000000000e+00,6.400000000000000000e+01,3.391919999999999646e+01,2.458540000000000170e+00,1.666900000000000048e+00,1.607580000000000009e+00,9.621390000000000000e+05,2.540840000000000146e+03
2.048000000000000000e+03,1.000000000000000000e+00,1.600000000000000000e+01,1.953809999999999991e-01,1.647730000000000028e-01,1.565259999999999959e-03,1.392140000000000044e-03,2.531509999999999927e+00,6.209240000000000419e-03
4.096000000000000000e+03,1.000000000000000000e+00,1.600000000000000000e+01,2.457260000000000277e-01,1.955479999999999996e-01,2.109540000000000026e-03,1.797559999999999913e-03,4.971530000000000449e+00,1.143830000000000020e-02
3.276800000000000000e+04,1.000000000000000000e+00,1.600000000000000000e+01,3.871159999999999601e-01,4.303649999999999420e-01,1.220710000000000024e-02,4.853439999999999664e-03,3.412890000000000157e+01,8.376089999999999924e-02
1.310720000000000000e+05,1.000000000000000000e+00,1.600000000000000000e+01,8.790350000000000108e-01,3.633929999999999660e-01,1.226559999999999977e-02,8.503709999999999394e-03,1.372120000000000175e+02,3.679010000000000336e-01
2.621440000000000000e+05,1.000000000000000000e+00,1.600000000000000000e+01,1.182609999999999939e+00,3.633929999999999660e-01,1.520260000000000188e-02,1.137750000000000046e-02,2.732850000000000250e+02,7.300949999999999385e-01
1.048576000000000000e+06,1.000000000000000000e+00,1.600000000000000000e+01,1.977590000000000181e+00,3.633929999999999660e-01,2.600330000000000003e-02,2.217809999999999920e-02,1.093140000000000100e+03,2.891720000000000290e+00
4.194304000000000000e+06,1.000000000000000000e+00,1.600000000000000000e+01,3.173519999999999897e+00,4.303649999999999420e-01,5.098500000000000254e-02,4.353349999999999581e-02,4.338619999999999891e+03,1.086309999999999931e+01
8.388608000000000000e+06,1.000000000000000000e+00,1.600000000000000000e+01,4.179880000000000706e+00,7.740420000000000078e-01,7.243650000000000089e-02,6.393099999999998784e-02,7.948739999999999782e+03,2.192530000000000001e+01
1.677721600000000000e+07,1.000000000000000000e+00,1.600000000000000000e+01,5.505759999999999543e+00,4.303649999999999420e-01,9.640110000000000345e-02,8.894960000000000366e-02,1.735450000000000000e+04,4.328880000000000194e+01
3.355443200000000000e+07,1.000000000000000000e+00,1.600000000000000000e+01,7.236839999999999051e+00,8.411649999999999405e-01,1.448450000000000015e-01,1.282480000000000009e-01,3.163850000000000000e+04,8.283270000000000266e+01
2.048000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+00,1.953809999999999991e-01,1.647730000000000028e-01,1.474339999999999982e-03,1.097600000000000008e-03,2.571860000000000035e+00,6.299550000000000115e-03
4.096000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+00,2.457260000000000277e-01,1.955479999999999996e-01,2.018620000000000050e-03,1.293400000000000105e-03,5.011880000000000557e+00,1.152859999999999996e-02
3.276800000000000000e+04,1.000000000000000000e+00,8.000000000000000000e+00,3.871159999999999601e-01,4.303649999999999420e-01,1.192660000000000074e-02,3.740439999999999824e-03,3.448250000000000171e+01,8.608960000000000223e-02
1.310720000000000000e+05,1.000000000000000000e+00,8.000000000000000000e+00,8.788139999999999841e-01,3.633929999999999660e-01,1.093170000000000079e-02,6.742199999999999409e-03,1.372849999999999966e+02,3.608590000000000408e-01
2.621440000000000000e+05,1.000000000000000000e+00,8.000000000000000000e+00,1.183039999999999869e+00,3.633929999999999660e-01,1.319329999999999982e-02,9.003840000000000801e-03,2.745699999999999932e+02,7.252880000000000438e-01
1.048576000000000000e+06,1.000000000000000000e+00,8.000000000000000000e+00,1.974770000000000136e+00,3.633929999999999660e-01,2.176609999999999656e-02,1.751340000000000188e-02,1.094150000000000091e+03,2.852170000000000094e+00
4.194304000000000000e+06,1.000000000000000000e+00,8.000000000000000000e+00,3.169170000000000265e+00,4.303649999999999420e-01,4.274939999999999990e-02,3.445109999999999839e-02,4.340640000000000327e+03,1.077669999999999995e+01
8.388608000000000000e+06,1.000000000000000000e+00,8.000000000000000000e+00,4.216509999999999536e+00,4.303649999999999420e-01,5.926440000000000180e-02,5.096600000000000436e-02,8.681290000000000873e+03,2.161080000000000112e+01
1.677721600000000000e+07,1.000000000000000000e+00,8.000000000000000000e+00,5.498009999999999842e+00,4.303649999999999420e-01,7.964060000000000583e-02,7.134220000000000839e-02,1.736259999999999854e+04,4.305590000000000117e+01
3.355443200000000000e+07,1.000000000000000000e+00,8.000000000000000000e+00,7.234449999999999825e+00,8.411649999999999405e-01,1.213250000000000023e-01,1.038810000000000011e-01,3.165300000000000000e+04,8.261369999999999436e+01
2.048000000000000000e+03,2.000000000000000000e+00,3.200000000000000000e+01,2.353459999999999996e-01,1.646640000000000048e-01,9.757639999999999500e-04,2.338300000000000187e-03,1.254129999999999967e+00,7.054409999999999674e-03
4.096000000000000000e+03,2.000000000000000000e+00,3.200000000000000000e+01,2.552730000000000277e-01,1.857469999999999954e-01,1.644779999999999983e-03,2.722699999999999773e-03,2.209779999999999855e+00,1.244349999999999970e-02
3.276800000000000000e+04,2.000000000000000000e+00,3.200000000000000000e+01,3.423329999999999984e-01,3.633929999999999660e-01,9.058880000000000057e-03,6.152209999999999970e-03,1.718949999999999889e+01,9.318619999999999681e-02
1.310720000000000000e+05,2.000000000000000000e+00,3.200000000000000000e+01,6.489040000000000363e-01,7.740420000000000078e-01,1.905040000000000205e-02,1.158990000000000020e-02,6.264679999999999893e+01,3.736239999999999561e-01
2.621440000000000000e+05,2.000000000000000000e+00,3.200000000000000000e+01,9.812520000000000131e-01,4.303649999999999420e-01,2.186950000000000005e-02,1.617499999999999841e-02,1.359970000000000141e+02,7.335800000000000098e-01
1.048576000000000000e+06,2.000000000000000000e+00,3.200000000000000000e+01,1.712079999999999824e+00,7.740420000000000078e-01,3.871390000000000248e-02,3.106359999999999677e-02,4.971430000000000291e+02,2.914679999999999715e+00
4.194304000000000000e+06,2.000000000000000000e+00,3.200000000000000000e+01,2.901759999999999895e+00,8.411649999999999405e-01,7.576030000000000264e-02,6.085729999999999612e-02,1.978099999999999909e+03,1.075389999999999979e+01
8.388608000000000000e+06,2.000000000000000000e+00,3.200000000000000000e+01,3.887840000000000185e+00,8.411649999999999405e-01,1.029230000000000006e-01,8.801989999999999814e-02,3.955829999999999927e+03,2.127860000000000085e+01
1.677721600000000000e+07,2.000000000000000000e+00,3.200000000000000000e+01,5.209060000000000024e+00,8.411649999999999405e-01,1.372500000000000109e-01,1.223469999999999974e-01,7.911409999999999854e+03,4.242739999999999867e+01
3.355443200000000000e+07,2.000000000000000000e+00,3.200000000000000000e+01,7.100929999999999964e+00,8.411649999999999405e-01,1.930069999999999841e-01,1.781039999999999845e-01,1.582210000000000036e+04,8.454240000000000066e+01
2.048000000000000000e+03,4.000000000000000000e+00,3.200000000000000000e+01,2.081429999999999947e-01,1.334319999999999951e-01,1.359659999999999948e-03,2.023220000000000053e-03,6.925850000000000062e-01,9.571319999999999481e-03
4.096000000000000000e+03,4.000000000000000000e+00,3.200000000000000000e+01,2.279150000000000065e-01,1.541799999999999837e-01,1.901689999999999934e-03,2.420170000000000134e-03,1.184039999999999981e+00,1.548740000000000012e-02
3.276800000000000000e+04,4.000000000000000000e+00,3.200000000000000000e+01,3.662300000000000000e-01,2.395940000000000014e-01,6.679949999999999603e-03,6.050190000000000429e-03,9.342380000000000351e+00,9.888910000000000755e-02
1.310720000000000000e+05,4.000000000000000000e+00,3.200000000000000000e+01,5.785399999999999432e-01,4.303649999999999420e-01,1.751459999999999823e-02,1.182010000000000005e-02,3.423479999999999990e+01,3.489039999999999919e-01
2.621440000000000000e+05,4.000000000000000000e+00,3.200000000000000000e+01,8.601860000000000062e-01,4.303649999999999420e-01,2.154179999999999984e-02,1.584729999999999819e-02,6.835809999999999320e+01,7.295739999999999448e-01
1.048576000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,1.587060000000000137e+00,7.740420000000000078e-01,3.817330000000000029e-02,3.052300000000000152e-02,2.493340000000000032e+02,2.933050000000000157e+00
4.194304000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,2.776710000000000012e+00,8.411649999999999405e-01,7.473189999999999000e-02,5.982889999999999736e-02,9.905289999999999964e+02,1.079819999999999958e+01
8.388608000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,3.815459999999999852e+00,8.411649999999999405e-01,1.012300000000000005e-01,8.632700000000000096e-02,1.979839999999999918e+03,2.135210000000000008e+01
1.677721600000000000e+07,4.000000000000000000e+00,3.200000000000000000e+01,5.087100000000000399e+00,8.411649999999999405e-01,1.352529999999999843e-01,1.203499999999999986e-01,3.958710000000000036e+03,4.258209999999999695e+01
3.355443200000000000e+07,4.000000000000000000e+00,3.200000000000000000e+01,7.027070000000000149e+00,8.411649999999999405e-01,1.897510000000000030e-01,1.748480000000000034e-01,7.914960000000000036e+03,8.454879999999999995e+01
2.048000000000000000e+03,8.000000000000000000e+00,3.200000000000000000e+01,1.972869999999999902e-01,1.178450000000000053e-01,1.410650000000000055e-03,1.724730000000000056e-03,3.948900000000000188e-01,1.040890000000000044e-02
4.096000000000000000e+03,8.000000000000000000e+00,3.200000000000000000e+01,2.267090000000000216e-01,1.334319999999999951e-01,1.764060000000000020e-03,2.427620000000000125e-03,7.108180000000000609e-01,1.721599999999999867e-02
3.276800000000000000e+04,8.000000000000000000e+00,3.200000000000000000e+01,3.422409999999999619e-01,2.086790000000000034e-01,6.143370000000000428e-03,5.791319999999999975e-03,4.836570000000000036e+00,1.111019999999999924e-01
1.310720000000000000e+05,8.000000000000000000e+00,3.200000000000000000e+01,5.406360000000000054e-01,3.633929999999999660e-01,1.388060000000000162e-02,1.097389999999999824e-02,1.746590000000000131e+01,3.755229999999999957e-01
2.621440000000000000e+05,8.000000000000000000e+00,3.200000000000000000e+01,9.068049999999999722e-01,3.060820000000000207e-01,1.709859999999999852e-02,1.591339999999999769e-02,3.684089999999999776e+01,7.878009999999999735e-01
